Person Chinese Name,Person Pinyin Name,Person Title,Person Branch,PBSC Chinese Name,PBSC Pinyin Name,Shared Anchor,Anchor Type,Binary Overlap,Episode Pair Count,Total Overlap Years,Max Continuous Overlap Years,Earliest Overlap Start,Latest Overlap End,Years From Last Overlap To 20th CC,Timing Bucket,Person Rank At Overlap,Person Career Stage At Overlap,PBSC Member Rank At Overlap,PBSC Member Career Stage At Overlap,Role Relationship,Context System Tags,Mechanical Confidence,Confidence Rationale,Manual Faction Label,Manual Faction Notes,Weighted Overlap Score,Person Biography Status,Person Episode Count,Person Data Quality,Person Is Baidu Gap,Sample Evidence
黄坤明,Huang Kunming,Secretary of the Guangdong Provincial Party Committee,Provincial committee,蔡奇,Cai Qi,浙江,province/municipality,1,13,15,15,1999,2013,9,medium-term before 20th Congress,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,cppcc_npc; provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,27.75,matched_title,23,usable,,"浙江 1999-2000: 1999-2000 浙江省湖州市委副书记、代市长 ↔ 蔡奇 1999-2002 浙江省衢州市委副书记、市长 （1998-2001年 福建师范大学 经济法律学院政治经济学专业博士研究生班学习，获经济学博士学位）
浙江 2000-2002: 2000-2003 浙江省湖州市委副书记、市长 ↔ 蔡奇 1999-2002 浙江省衢州市委副书记、市长 （1998-2001年 福建师范大学 经济法律学院政治经济学专业博士研究生班学习，获经济学博士学位）
浙江 2002-2003: 2000-2003 浙江省湖州市委副书记、市长 ↔ 蔡奇 2002-2004 浙江省衢州市委书记、市人大常委会主任
浙江 2003-2004: 2003-2007 浙江省嘉兴市委书记、市人大常委会主任 ↔ 蔡奇 2002-2004 浙江省衢州市委书记、市人大常委会主任
浙江 2004-2007: 2003-2007 浙江省嘉兴市委书记、市人大常委会主任 ↔ 蔡奇 2004-2007 浙江省台州市委书记"
黄坤明,Huang Kunming,Secretary of the Guangdong Provincial Party Committee,Provincial committee,蔡奇,Cai Qi,福建,province/municipality,1,20,17,17,1983,1999,23,older overlap,3,vice-ministerial/provincial deputy,3,vice-ministerial/provincial deputy,near-peer rank at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,32.5,matched_title,23,usable,,"福建 1983-1985: 1982-1985 福建省龙岩地委组织部干部 ↔ 蔡奇 1983-1987 福建省委办公厅综合处干部、副处长
福建 1985-1987: 1985-1988 福建省龙岩地委组织部青干科副科长（其间：1985-1988年 中央党校 培训部研究生班学习） ↔ 蔡奇 1983-1987 福建省委办公厅综合处干部、副处长
福建 1987-1988: 1985-1988 福建省龙岩地委组织部青干科副科长（其间：1985-1988年 中央党校 培训部研究生班学习） ↔ 蔡奇 1987-1991 福建省委办公厅正处级秘书
福建 1988-1990: 1988-1990 福建省龙岩地区行署办公室副主任 ↔ 蔡奇 1987-1991 福建省委办公厅正处级秘书
福建 1990-1991: 1990-1991 福建省龙岩地区行署办公室主任 ↔ 蔡奇 1987-1991 福建省委办公厅正处级秘书"
黄坤明,Huang Kunming,Secretary of the Guangdong Provincial Party Committee,Provincial committee,李强,Li Qiang,浙江,province/municipality,1,19,15,15,1999,2013,9,medium-term before 20th Congress,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,academia; cppcc_npc; provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,29.25,matched_title,23,usable,,"浙江 1999-2000: 1999-2000 浙江省湖州市委副书记、代市长 ↔ 李强 1998-2000 浙江省政府办公厅副主任、党组成员
浙江 2000-2000: 1999-2000 浙江省湖州市委副书记、代市长 ↔ 李强 2000-2002 浙江省工商行政管理局局长、党委书记 （其间：2001-2002年 中央党校一年制中青年干部培训班学习）
浙江 2000-2000: 2000-2003 浙江省湖州市委副书记、市长 ↔ 李强 1998-2000 浙江省政府办公厅副主任、党组成员
浙江 2000-2002: 2000-2003 浙江省湖州市委副书记、市长 ↔ 李强 2000-2002 浙江省工商行政管理局局长、党委书记 （其间：2001-2002年 中央党校一年制中青年干部培训班学习）
浙江 2002-2003: 2000-2003 浙江省湖州市委副书记、市长 ↔ 李强 2002-2003 浙江省温州市委书记"
黄坤明,Huang Kunming,Secretary of the Guangdong Provincial Party Committee,Provincial committee,李希,Li Xi,广东,province/municipality,1,2,1,1,2022,2022,0,active/after 20th Congress,5,national leadership,6,top leadership/PBSC,PBSC member likely senior at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,3.0,matched_title,23,usable,,"广东 2022-2022: 2022-2022 中央政治局委员，广东省委书记 ↔ 李希 2017-2022 中央政治局委员，广东省委书记
广东 2022-2022: 2022-2022 中央政治局委员，广东省委书记 ↔ 李希 2022-2022 中央政治局常委，中央纪律检查委员会书记，广东省委书记"
黄坤明,Huang Kunming,Secretary of the Guangdong Provincial Party Committee,Provincial committee,李希,Li Xi,清华大学,university/research,1,1,1,1,2008,2008,14,older overlap,4,ministerial/provincial chief,3,vice-ministerial/provincial deputy,connected individual senior/unclear at overlap,academia; provincial,Low,same university/research anchor is weaker evidence of factional connection,,,0.85,matched_title,23,usable,,清华大学 2008-2008: 2007-2010 浙江省委常委、宣传部部长（2005-2008年 清华大学 公共管理学院公共管理专业学习，获管理学博士学位） ↔ 李希 2006-2011 陕西省委常委、延安市委书记 （其间：2007-2009年 兼任延安市人大常委会主任；2008-2011年 清华大学经济管理学院高级管理人员工商管理专业学习，获高级管理人员工商管理硕士学位）
黄坤明,Huang Kunming,Secretary of the Guangdong Provincial Party Committee,Provincial committee,习近平,Xi Jinping,浙江,province/municipality,1,6,6,6,2002,2007,15,older overlap,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,cppcc_npc; provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,12.5,matched_title,23,usable,,"浙江 2002-2002: 2000-2003 浙江省湖州市委副书记、市长 ↔ 习近平 2002-2002 浙江省委副书记、代省长，南京军区国防动员委员会副主任，浙江省国防动员委员会主任
浙江 2002-2003: 2000-2003 浙江省湖州市委副书记、市长 ↔ 习近平 2002-2003 浙江省委书记、代省长，浙江省军区党委第一书记，南京军区国防动员委员会副主任，浙江省国防动员委员会主任
浙江 2003-2003: 2000-2003 浙江省湖州市委副书记、市长 ↔ 习近平 2003-2007 浙江省委书记、省人大常委会主任，浙江省军区党委第一书记
浙江 2003-2003: 2003-2007 浙江省嘉兴市委书记、市人大常委会主任 ↔ 习近平 2002-2003 浙江省委书记、代省长，浙江省军区党委第一书记，南京军区国防动员委员会副主任，浙江省国防动员委员会主任
浙江 2003-2007: 2003-2007 浙江省嘉兴市委书记、市人大常委会主任 ↔ 习近平 2003-2007 浙江省委书记、省人大常委会主任，浙江省军区党委第一书记"
黄坤明,Huang Kunming,Secretary of the Guangdong Provincial Party Committee,Provincial committee,习近平,Xi Jinping,福建,province/municipality,1,20,15,15,1985,1999,23,older overlap,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,29.5,matched_title,23,usable,,"福建 1985-1985: 1982-1985 福建省龙岩地委组织部干部 ↔ 习近平 1985-1988 福建省厦门市委常委、副市长
福建 1985-1988: 1985-1988 福建省龙岩地委组织部青干科副科长（其间：1985-1988年 中央党校 培训部研究生班学习） ↔ 习近平 1985-1988 福建省厦门市委常委、副市长
福建 1988-1988: 1985-1988 福建省龙岩地委组织部青干科副科长（其间：1985-1988年 中央党校 培训部研究生班学习） ↔ 习近平 1988-1990 福建省宁德地委书记，宁德军分区党委第一书记
福建 1988-1988: 1988-1990 福建省龙岩地区行署办公室副主任 ↔ 习近平 1985-1988 福建省厦门市委常委、副市长
福建 1988-1990: 1988-1990 福建省龙岩地区行署办公室副主任 ↔ 习近平 1988-1990 福建省宁德地委书记，宁德军分区党委第一书记"
黄强,Huang Qiang,"Secretary of the Jilin Provincial Party Committee, Chairman of the Standing Committee of the Jilin Provincial People's Congress, First Secretary of the Provincial Military District Party Committee",Provincial committee,丁薛祥,Ding Xuexiang,上海,province/municipality,1,4,4,4,2003,2006,16,older overlap,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,academia,Medium,same province/municipality with limited overlapping years,,,8.0,matched_title,22,usable,,"上海 2003-2004: 2003-2005 中国航空工业第一集团公司第一飞机设计研究院院长、党委副书记兼上海飞机设计研究所所长 ↔ 丁薛祥 2001-2004 上海市闸北区委副书记、代区长、区长
上海 2004-2005: 2003-2005 中国航空工业第一集团公司第一飞机设计研究院院长、党委副书记兼上海飞机设计研究所所长 ↔ 丁薛祥 2004-2006 上海市委组织部副部长，市人事局局长、党组书记，市编办主任，市委党校副校长、校委会副主任，市行政学院副院长
上海 2005-2006: 2005-2006 中国航空工业第一集团公司第一飞机设计研究院院长、党委书记兼上海飞机设计研究所所长、党委书记 ↔ 丁薛祥 2004-2006 上海市委组织部副部长，市人事局局长、党组书记，市编办主任，市委党校副校长、校委会副主任，市行政学院副院长
上海 2006-2006: 2005-2006 中国航空工业第一集团公司第一飞机设计研究院院长、党委书记兼上海飞机设计研究所所长、党委书记 ↔ 丁薛祥 2006-2007 上海市委副秘书长、办公厅主任，市级机关工作党委书记"
齐玉,Qi Yu,"Secretary of the Party Committee of the Ministry of Foreign Affairs, and President of the Party School of the Ministry",State Council,赵乐际,Zhao Leji,中央组织部,central party organ,1,1,3,3,2015,2017,5,recent before 20th Congress,4,ministerial/provincial chief,5,national leadership,PBSC member likely senior at overlap,party_center,High,same named central organization with sustained or repeated overlap,,,6.45,matched_title,13,usable,,中央组织部 2015-2017: 2015-2019 中央组织部副部长 ↔ 赵乐际 2012-2017 中央政治局委员、中央书记处书记，中央组织部部长
齐玉,Qi Yu,"Secretary of the Party Committee of the Ministry of Foreign Affairs, and President of the Party School of the Ministry",State Council,赵乐际,Zhao Leji,青海,province/municipality,1,1,1,1,2007,2007,15,older overlap,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,2.75,matched_title,13,usable,,青海 2007-2007: 2007-2013 青海省委常委、组织部部长 ↔ 赵乐际 2004-2007 青海省委书记、省人大常委会主任（2002-2005年中央党校在职研究生班政治学专业学习）
龚正,Gong Zheng,Mayor of Shangai Municipial People's Government ,Municipal Committee,蔡奇,Cai Qi,浙江,province/municipality,1,9,7,7,2008,2014,8,medium-term before 20th Congress,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,14.75,matched_title,21,usable,,"浙江 2008-2008: 2008-2008 浙江省政府党组成员 ↔ 蔡奇 2007-2010 浙江省杭州市委副书记、市长
浙江 2008-2010: 2008-2012 浙江省副省长、省政府党组成员 ↔ 蔡奇 2007-2010 浙江省杭州市委副书记、市长
浙江 2010-2012: 2008-2012 浙江省副省长、省政府党组成员 ↔ 蔡奇 2010-2013 浙江省委常委、组织部部长
浙江 2012-2013: 2012-2013 浙江省委常委，副省长、省政府党组副书记 ↔ 蔡奇 2010-2013 浙江省委常委、组织部部长
浙江 2013-2013: 2012-2013 浙江省委常委，副省长、省政府党组副书记 ↔ 蔡奇 2013-2014 浙江省委常委、副省长"
龚正,Gong Zheng,Mayor of Shangai Municipial People's Government ,Municipal Committee,李强,Li Qiang,上海,province/municipality,1,2,1,1,2020,2020,2,recent before 20th Congress,3,vice-ministerial/provincial deputy,5,national leadership,PBSC member clearly senior at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,3.0,matched_title,21,usable,,"上海 2020-2020: 2020-2020 上海市委副书记，副市长、代理市长，市政府党组书记 ↔ 李强 2017-2022 中央政治局委员，上海市委书记
上海 2020-2020: 2020-2020 上海市委副书记、市长、市政府党组书记 ↔ 李强 2017-2022 中央政治局委员，上海市委书记"
龚正,Gong Zheng,Mayor of Shangai Municipial People's Government ,Municipal Committee,李强,Li Qiang,浙江,province/municipality,1,13,8,8,2008,2015,7,medium-term before 20th Congress,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,17.25,matched_title,21,usable,,"浙江 2008-2008: 2008-2008 浙江省政府党组成员 ↔ 李强 2005-2011 浙江省委常委、秘书长 （2003-2005年 香港理工大学管理学院工商管理专业学习，获高级管理人员工商管理硕士学位）
浙江 2008-2011: 2008-2012 浙江省副省长、省政府党组成员 ↔ 李强 2005-2011 浙江省委常委、秘书长 （2003-2005年 香港理工大学管理学院工商管理专业学习，获高级管理人员工商管理硕士学位）
浙江 2011-2012: 2008-2012 浙江省副省长、省政府党组成员 ↔ 李强 2011-2012 浙江省委副书记、秘书长、政法委书记
浙江 2012-2012: 2008-2012 浙江省副省长、省政府党组成员 ↔ 李强 2012-2012 浙江省委副书记、政法委书记
浙江 2012-2012: 2008-2012 浙江省副省长、省政府党组成员 ↔ 李强 2012-2013 浙江省委副书记、代省长"
